#separator:tab
#html:true
#notetype:MCAT Application
#columns:Stem	Passage	Answer	Explanation	Concept	Grounding	Deck	Tags
#deck column:7
#tags column:8
A researcher studying the biopsychosocial model enrolls 500 adult twins (250 monozygotic, 250 dizygotic pairs) in a longitudinal study of major depressive disorder. She finds that MZ concordance is 40% and DZ concordance is 20%. Participants also complete a measure of childhood adversity and current social support. Which of the following conclusions is best supported by these findings?<br>A) Because MZ concordance is less than 100%, depression is primarily caused by environmental factors, and the biomedical model fully explains the remaining variance<br>B) The heritability estimate (~40%) suggests a significant genetic contribution, but the incomplete MZ concordance indicates environmental factors also play a role, consistent with the biopsychosocial model<br>C) The 2:1 ratio of MZ to DZ concordance proves that depression is a purely polygenic trait with no environmental component<br>D) Social support variables are irrelevant because the genetic data already explain all variance in depression risk		B) The heritability estimate (~40%) suggests a significant genetic contribution, but the incomplete MZ concordance indicates environmental factors also play a role, consistent with the biopsychosocial model	When MZ concordance exceeds DZ concordance, a genetic contribution is supported; here the roughly 2:1 ratio (40% vs 20%) yields a heritability estimate near 40%. However, MZ concordance well below 100% demonstrates that genes do not fully determine outcome — environmental, psychological, and social factors account for the remaining variance, which is the core premise of the biopsychosocial model. Option A misapplies the logic: incomplete concordance does not mean genetics are unimportant, and the biomedical model alone cannot explain all variance. Option C overstates what concordance ratios prove about genetic architecture. Option D contradicts the purpose of collecting social support data and the biopsychosocial framework.	Psychological Disorders		MCAT::Practice	concept::PS::7A::psychological_disorders MCAT::app-difficulty::2 MCAT::section::PS MCAT::7A::psychological-disorders MCAT::practice synapse::demo-content
A 45-year-old woman presents after 18 months of tremor, bradykinesia, and postural instability. Her neurologist diagnoses Parkinson's disease and initiates levodopa therapy. Six months later she reports visual hallucinations and paranoid ideation. Her psychiatrist notes that treating these psychotic symptoms with a typical antipsychotic substantially worsens her motor symptoms.<br>Which of the following best explains why this therapeutic conflict arises, and what class of drug is preferred to avoid it?<br>A) Typical antipsychotics block D2 receptors broadly, including in the nigrostriatal pathway where dopamine is already depleted; atypical antipsychotics with lower D2 affinity (e.g., quetiapine, clozapine) are preferred<br>B) Typical antipsychotics block serotonin receptors in the substantia nigra, worsening motor function; SSRIs are the preferred alternative<br>C) Levodopa saturates mesolimbic D1 receptors, causing psychosis; typical antipsychotics selectively target D1 in the prefrontal cortex without affecting motor circuits<br>D) Typical antipsychotics deplete dopamine storage vesicles in all pathways simultaneously; MAO-B inhibitors are added to replenish dopamine in the striatum		A) Typical antipsychotics block D2 receptors broadly, including in the nigrostriatal pathway where dopamine is already depleted; atypical antipsychotics with lower D2 affinity (e.g., quetiapine, clozapine) are preferred	Parkinson's disease results from degeneration of nigrostriatal dopaminergic neurons; levodopa compensates but can overstimulate mesolimbic pathways and cause psychosis. Typical antipsychotics block D2 receptors non-selectively: in the mesolimbic system this reduces psychosis, but the same blockade in the already-dopamine-depleted nigrostriatal pathway worsens motor symptoms (pharmacological Parkinsonism). Low-D2-affinity atypicals such as quetiapine or clozapine are preferred because they spare the nigrostriatal pathway to a greater degree. Option B incorrectly implicates serotonin receptors in the substantia nigra and SSRIs as the solution. Option C misidentifies the receptor subtype and pathway logic. Option D describes a reserpine-like mechanism not relevant to antipsychotics or MAO-B inhibitors.	Psychological Disorders		MCAT::Practice	concept::PS::7A::psychological_disorders MCAT::app-difficulty::3 MCAT::section::PS MCAT::7A::psychological-disorders MCAT::practice synapse::demo-content
A social worker notices that a neighborhood with high unemployment, poverty, and limited healthcare access has markedly higher rates of major depressive disorder than a wealthier nearby neighborhood. A biomedical researcher argues the difference is purely genetic; a sociologist argues it is purely social. A third colleague invokes the biopsychosocial model. Which of the following statements best supports the biopsychosocial explanation and identifies a mechanism consistent with established science?<br>A) Because depression runs in families, the neighborhood difference must reflect genetic clustering, making psychological and social factors irrelevant<br>B) Chronic psychosocial stress activates the HPA axis and sustains elevated cortisol, which can alter hippocampal neurogenesis and serotonergic signaling, illustrating how social conditions translate into biological vulnerability for depression<br>C) Social factors cause depression only in individuals with no genetic predisposition; those with genetic risk are immune to environmental effects<br>D) The biopsychosocial model predicts that social factors cause anxiety disorders but not depressive disorders, which remain purely biological		B) Chronic psychosocial stress activates the HPA axis and sustains elevated cortisol, which can alter hippocampal neurogenesis and serotonergic signaling, illustrating how social conditions translate into biological vulnerability for depression	The biopsychosocial model holds that biological, psychological, and social factors interact in the etiology of mental illness. One well-established mechanism linking social adversity to depression is HPA-axis dysregulation: chronic stress elevates cortisol, which inhibits hippocampal neurogenesis and downregulates serotonin receptor expression, creating biological substrate for depressive symptoms. This directly refutes a purely genetic (A) or purely social explanation. Option C describes a gene-environment interaction backwards — genetic risk typically increases, not eliminates, sensitivity to adverse environments (diathesis-stress model). Option D is factually incorrect; the biopsychosocial model applies to all major psychiatric conditions, including depressive disorders.	Psychological Disorders		MCAT::Practice	concept::PS::7A::psychological_disorders MCAT::app-difficulty::1 MCAT::section::PS MCAT::7A::psychological-disorders MCAT::practice synapse::demo-content
A patient with major depressive disorder is prescribed a selective serotonin reuptake inhibitor (SSRI). After several weeks, the patient reports improved mood. Which mechanism best explains why increasing synaptic serotonin levels improves mood, and why a norepinephrine-specific reuptake inhibitor would also be expected to help?<br>A) Serotonin and norepinephrine both activate the HPA axis, reducing cortisol and thereby lifting depression.<br>B) Serotonin and norepinephrine are monoamine neurotransmitters that modulate mood circuits in the limbic system; enhancing either can alleviate depressive symptoms.<br>C) Serotonin converts to norepinephrine in the synapse, so blocking serotonin reuptake automatically raises norepinephrine as well.<br>D) Both neurotransmitters act exclusively on ionotropic receptors in the prefrontal cortex, causing rapid depolarization that resets mood.		B) Serotonin and norepinephrine are monoamine neurotransmitters that modulate mood circuits in the limbic system; enhancing either can alleviate depressive symptoms.	Both serotonin and norepinephrine are monoamines that project broadly through mood-regulating limbic structures (e.g., amygdala, hippocampus, prefrontal cortex); raising their synaptic concentrations is associated with antidepressant effects, which is why both SSRIs and SNRIs are used clinically. Option A incorrectly describes the mechanism — HPA-axis cortisol reduction is a downstream correlate, not the primary mechanism. Option C is factually wrong; serotonin and norepinephrine are synthesized from different precursors (tryptophan vs. tyrosine) and do not interconvert in the synapse. Option D is wrong because both neurotransmitters act largely on metabotropic (G-protein coupled) receptors, and effects are not instantaneous.	behavior		MCAT::Practice	concept::PS::7A::behavior MCAT::app-difficulty::1 MCAT::section::PS MCAT::7A::behavior MCAT::practice synapse::demo-content
Twin studies show that identical (MZ) twins have a higher concordance rate for schizophrenia (~50%) than fraternal (DZ) twins (~15%). A researcher argues this proves schizophrenia is purely genetic because MZ twins share 100% of their DNA. Which response best challenges this conclusion?<br>A) DZ twins share 100% of their environment, so any difference in concordance must be genetic.<br>B) The MZ concordance rate is well below 100%, indicating that non-genetic factors also contribute to the disorder.<br>C) Heritability estimates from twin studies always overestimate genetic contributions because MZ twins look alike and receive similar treatment.<br>D) Concordance rates cannot be used to estimate heritability because they only apply to identical twins.		B) The MZ concordance rate is well below 100%, indicating that non-genetic factors also contribute to the disorder.	If schizophrenia were purely genetic, MZ twins (who share 100% of their DNA) should have a concordance rate of 100%; the observed ~50% rate demonstrates that environmental or epigenetic factors must also play a role. Option A mischaracterizes DZ twin concordance (DZ twins share ~50% of genes and roughly comparable but not identical environments). Option C overstates a real but limited concern; the equal-environments assumption has caveats, but this does not mean heritability estimates are always inflated. Option D is incorrect; concordance rates in both MZ and DZ twins are the cornerstone of behavioral genetics heritability analyses.	behavior		MCAT::Practice	concept::PS::7A::behavior MCAT::app-difficulty::1 MCAT::section::PS MCAT::7A::behavior MCAT::practice synapse::demo-content
A study exposes rat pups to either high or low levels of maternal licking and grooming (LG) in the first week of life. Adult rats raised with low LG show elevated stress responses and higher baseline cortisol. Cross-fostering low-LG pups to high-LG mothers normalizes their stress response. Which conclusion is best supported by these findings, and which mechanism is most likely responsible?<br>A) Stress reactivity is entirely genetically determined; cross-fostering works because high-LG mothers carry protective alleles passed to pups via milk proteins.<br>B) Early caregiving environment epigenetically modifies glucocorticoid receptor gene expression in the hippocampus, altering HPA-axis sensitivity.<br>C) Maternal licking directly elevates neonatal serotonin, permanently increasing norepinephrine synthesis in the locus coeruleus.<br>D) Low LG causes structural brain damage that is irreversible, so the cross-fostering data must reflect experimental error.		B) Early caregiving environment epigenetically modifies glucocorticoid receptor gene expression in the hippocampus, altering HPA-axis sensitivity.	This is a classic gene-environment interaction paradigm (Meaney et al.): high LG increases methylation changes at the glucocorticoid receptor (GR) promoter in the hippocampus, upregulating GR expression and improving negative feedback on the HPA axis, thereby lowering cortisol reactivity. Cross-fostering proves the effect is postnatal and environmental, not genetic. Option A is disproved by the cross-fostering result — if it were purely genetic, fostering to a different mother would not change outcome. Option C misrepresents the mechanism; while serotonin signaling from LG does initiate the cascade, the long-term effect is on GR gene methylation, not permanent changes in norepinephrine synthesis. Option D is empirically wrong; cross-fostering normalizes the phenotype, ruling out irreversible structural damage.	behavior		MCAT::Practice	concept::PS::7A::behavior MCAT::app-difficulty::2 MCAT::section::PS MCAT::7A::behavior MCAT::practice synapse::demo-content
During prenatal development, a fetus is exposed to elevated levels of androgens due to congenital adrenal hyperplasia (CAH). Researchers note that females with CAH show, on average, more male-typical play behavior in childhood compared to unaffected females. Which of the following interpretations is most scientifically defensible?<br>A) Prenatal androgen exposure organizationally influences neural circuits underlying play behavior, demonstrating a biological contribution to sex-typical behavioral differences.<br>B) The increased androgens convert to estrogen via aromatization, so the effect is estrogenic rather than androgenic, disproving any hormonal role.<br>C) The result is entirely explained by parental knowledge of the diagnosis leading to different socialization, because hormones cannot cross the blood-brain barrier prenatally.<br>D) Because androgen receptors are absent in the fetal brain, the behavioral differences must be due to peripheral muscle development favoring active play.		A) Prenatal androgen exposure organizationally influences neural circuits underlying play behavior, demonstrating a biological contribution to sex-typical behavioral differences.	The organizing effects of prenatal androgens on brain development are well established; elevated androgens during sensitive periods masculinize neural circuits that later influence behavior, including toy and play preferences. This is a key example of the endocrine system shaping behavior via developmental programming. Option B incorrectly inverts the logic — while some testosterone does aromatize to estrogen in the brain, the CAH literature focuses on androgenic effects, and aromatization would not negate the androgenic pathway. Option C is wrong on two counts: androgens readily cross the blood-brain barrier prenatally, and studies controlling for parental knowledge still find behavioral differences. Option D is incorrect; androgen receptors are expressed in the fetal brain and play a direct organizational role.	behavior		MCAT::Practice	concept::PS::7A::behavior MCAT::app-difficulty::2 MCAT::section::PS MCAT::7A::behavior MCAT::practice synapse::demo-content
A longitudinal study tracks cognitive development in monozygotic twins raised apart (one in an enriched, high-socioeconomic environment; one in a deprived, low-resource environment). At age 5, IQ scores diverge substantially between the twins. At age 18, the gap narrows considerably. A behavioral geneticist claims that "heritability of IQ increases with age."<br>Which of the following best explains this pattern AND correctly identifies why environmental effects appear relatively smaller in adulthood?<br>A) By adulthood, compensatory neural plasticity erases early environmental damage, so IQ fully converges to the genetically determined set point.<br>B) As individuals gain autonomy, they increasingly select and shape environments consistent with their genotype (gene-environment correlation), so genetic influences on IQ account for more variance at older ages while shared early-childhood environmental variance diminishes.<br>C) Heritability is a fixed property of a trait; if it appears to increase with age, this must reflect measurement error in childhood IQ tests rather than a true developmental change.<br>D) Adult IQ is determined exclusively by myelination, which is complete by age 18 and determined solely by genetics, whereas childhood IQ reflects environmental nutrition effects.		B) As individuals gain autonomy, they increasingly select and shape environments consistent with their genotype (gene-environment correlation), so genetic influences on IQ account for more variance at older ages while shared early-childhood environmental variance diminishes.	Heritability is a population-level statistic that can change across development. In childhood, shared environmental factors (parenting, school quality, SES) strongly influence cognitive outcomes, inflating environmental variance and lowering the heritability estimate. As adolescents and adults gain autonomy, they actively seek environments (schools, jobs, social groups) that align with their genetic predispositions — a process called active gene-environment correlation — which increases the proportion of variance attributable to genetic factors. Option A is incorrect: the gap narrows but rarely reaches full convergence, and 'set point' thinking is oversimplified. Option C is wrong because heritability is not a fixed biological constant; it depends on the range of environments in the population studied and genuinely changes across developmental stages. Option D is factually wrong: myelination continues into the mid-20s, is not determined solely by genetics, and IQ variance involves far more than myelin.	behavior		MCAT::Practice	concept::PS::7A::behavior MCAT::app-difficulty::3 MCAT::section::PS MCAT::7A::behavior MCAT::practice synapse::demo-content
A competitive cyclist trains alone on a closed track and consistently finishes 10-km time trials in 14:30. When she joins a group training session with similarly skilled cyclists, her time drops to 13:52. Which explanation best accounts for this improvement?<br>A) Deindividuation caused her to lose self-awareness, freeing inhibitions on speed.<br>B) Social facilitation enhanced performance on her well-learned cycling skill due to increased arousal from others' presence.<br>C) Social loafing allowed her to rely on the group's collective pacing, reducing personal effort.<br>D) Conformity pressure made her match the group average, which happened to be faster than her solo pace.		B) Social facilitation enhanced performance on her well-learned cycling skill due to increased arousal from others' presence.	Social facilitation (Zajonc's drive theory) predicts that the mere presence of others increases arousal, which improves performance on dominant/well-learned responses. Competitive cycling is a highly practiced skill for this athlete, so heightened arousal translates to better output. Deindividuation refers to loss of self-identity in groups, not a performance mechanism. Social loafing involves reduced individual effort in cooperative tasks — the opposite of what occurred here. Conformity requires normative social pressure to adopt group behavior, not a passive presence effect.	How the Presence of Others Affects Individual Behavior		MCAT::Practice	concept::PS::7B::how_the_presence_of_others_affects_individual_beha MCAT::app-difficulty::1 MCAT::section::PS MCAT::7B::how-the-presence-of-others-affects-individual-beha MCAT::practice synapse::demo-content
During an online collaborative project, five graduate students each contribute written sections. Their instructor notices that the total word count and quality of the combined submission is lower than would be expected if each student had worked alone on an equivalent individual assignment. Each student privately reports feeling that their individual contribution "didn't matter as much" because others were also contributing. Which phenomenon best explains the instructor's observation, and what condition would most likely reverse it?<br>A) Bystander effect; assign each student a clearly defined emergency role.<br>B) Social loafing; make each student's contribution individually identifiable and evaluated.<br>C) Deindividuation; require students to use their real names rather than usernames.<br>D) Social facilitation; increase group size so arousal is distributed more evenly.		B) Social loafing; make each student's contribution individually identifiable and evaluated.	Social loafing occurs when individuals reduce effort in a group because their output is pooled and not individually accountable — exactly what the students' self-reports describe. The reversal strategy supported by research (Karau &amp; Williams) is increasing identifiability of individual contributions, which restores personal accountability and effort. The bystander effect applies to emergency intervention, not diffusion of work effort. Deindividuation involves anonymity leading to norm violations, not reduced task effort, and reversing it with real names addresses a different mechanism. Social facilitation would predict better, not worse, performance with others present.	How the Presence of Others Affects Individual Behavior		MCAT::Practice	concept::PS::7B::how_the_presence_of_others_affects_individual_beha MCAT::app-difficulty::2 MCAT::section::PS MCAT::7B::how-the-presence-of-others-affects-individual-beha MCAT::practice synapse::demo-content
A researcher designs an experiment based on Milgram's obedience paradigm. Participants are instructed by an authority figure to administer escalating electric shocks to a confederate. In Condition A the authority figure is in the same room as the participant. In Condition B the authority figure gives instructions by telephone from a remote location. In Condition C the authority figure is present but dressed in casual street clothes rather than a lab coat. Rank the conditions from highest to lowest predicted obedience rate.<br>A) A &gt; B &gt; C<br>B) A &gt; C &gt; B<br>C) C &gt; A &gt; B<br>D) B &gt; A &gt; C		B) A &gt; C &gt; B	Milgram's research showed that proximity of the authority figure is the dominant variable: having the authority physically present (Condition A) produced the highest obedience. Legitimacy markers such as a lab coat increase obedience, but authority presence outweighs attire; Condition C (present but casually dressed) still retains physical proximity and will outperform the telephonic Condition B. Remote instruction by phone (Condition B) produced dramatically lower obedience in Milgram's own variations because participants could more easily ignore or disobey an absent authority. Therefore A &gt; C &gt; B.	How the Presence of Others Affects Individual Behavior		MCAT::Practice	concept::PS::7B::how_the_presence_of_others_affects_individual_beha MCAT::app-difficulty::2 MCAT::section::PS MCAT::7B::how-the-presence-of-others-affects-individual-beha MCAT::practice synapse::demo-content
In Asch's line-judgment conformity experiments, a naive participant sat among confederates who unanimously gave an obviously wrong answer on 12 of 18 trials. Approximately 75% of naive participants conformed at least once. A follow-up study introduces one "ally" confederate who gives the correct answer before the naive participant responds. Which of the following predictions AND mechanistic explanations is most consistent with Asch's own findings?<br>A) Conformity rates increase, because the ally draws attention to the group disagreement, amplifying normative social influence on the naive participant.<br>B) Conformity rates decrease, because having even one dissenter reduces normative social pressure and provides social support for the naive participant's independent judgment.<br>C) Conformity rates are unchanged, because informational social influence depends solely on task difficulty, not group unanimity.<br>D) Conformity rates decrease only if the ally is perceived as more competent than the majority, because informational influence requires source credibility.		B) Conformity rates decrease, because having even one dissenter reduces normative social pressure and provides social support for the naive participant's independent judgment.	Asch demonstrated that breaking unanimity — even with one dissenting ally who did not always agree with the naive participant — dramatically reduced conformity rates (from ~32% to roughly 5–10% across trials). The mechanism is primarily normative: unanimity creates strong social pressure to avoid standing out, and a single ally reduces that pressure and provides psychological cover. Choice A is backward; attention to disagreement relieves, not amplifies, normative pressure. Choice C is wrong because Asch's findings show group unanimity, not task difficulty alone, drives conformity. Choice D incorrectly restricts the effect to informational influence and competence — the ally effect occurs even when competence differences are absent.	How the Presence of Others Affects Individual Behavior		MCAT::Practice	concept::PS::7B::how_the_presence_of_others_affects_individual_beha MCAT::app-difficulty::3 MCAT::section::PS MCAT::7B::how-the-presence-of-others-affects-individual-beha MCAT::practice synapse::demo-content
A bystander witnesses a person collapse on a busy city sidewalk with dozens of onlookers nearby. Several minutes pass before anyone calls for help. Which combination of psychological processes most completely explains the delay, and which intervention would be most effective?<br>A) Social loafing and deindividuation; remove the victim from the public space to reduce anonymity effects.<br>B) Diffusion of responsibility and pluralistic ignorance; have one person make direct eye contact with a specific bystander and assign them a concrete task ("You in the red jacket — call 911").<br>C) Conformity and obedience; an authority figure such as a police officer must arrive before anyone will act.<br>D) Social facilitation and peer pressure; increase crowd size so arousal heightens prosocial motivation.		B) Diffusion of responsibility and pluralistic ignorance; have one person make direct eye contact with a specific bystander and assign them a concrete task ("You in the red jacket — call 911").	The bystander effect arises from two distinct processes: diffusion of responsibility (each bystander assumes someone else will help) and pluralistic ignorance (each bystander looks to others for cues about whether action is needed, and collective inaction signals the situation is not an emergency). The evidence-based countermeasure is to single out a specific individual — eliminating diffusion — and assign a concrete action, which also removes ambiguity. Social loafing involves deliberate reduced effort in cooperative tasks, not emergency non-intervention. Conformity and obedience do not capture the cognitive-ambiguity component (pluralistic ignorance). Social facilitation predicts performance improvement on practiced tasks, and larger crowds worsen, not improve, bystander response.	How the Presence of Others Affects Individual Behavior		MCAT::Practice	concept::PS::7B::how_the_presence_of_others_affects_individual_beha MCAT::app-difficulty::1 MCAT::section::PS MCAT::7B::how-the-presence-of-others-affects-individual-beha MCAT::practice synapse::demo-content
A dog is repeatedly presented with a tone (previously neutral) immediately before receiving a puff of air to the eye. After several pairings, the dog blinks when it hears the tone alone. In this example, the tone is best classified as which of the following?<br>A) Unconditioned stimulus<br>B) Unconditioned response<br>C) Conditioned stimulus<br>D) Conditioned response		C) Conditioned stimulus	The tone was originally neutral and acquired the ability to elicit a response only through repeated pairing with the air puff (unconditioned stimulus). A stimulus that elicits a conditioned response after such pairing is called the conditioned stimulus. The air puff itself is the unconditioned stimulus (A), the blink to the air puff is the unconditioned response (B), and the blink to the tone alone is the conditioned response (D).	Associative Learning		MCAT::Practice	concept::PS::7C::associative_learning MCAT::app-difficulty::1 MCAT::section::PS MCAT::7C::associative-learning MCAT::practice synapse::demo-content
A rat in a Skinner box presses a lever to terminate a loud, aversive noise. Once the rat has learned this behavior, the lever-pressing response is maintained by which type of conditioning process?<br>A) Positive reinforcement<br>B) Negative reinforcement<br>C) Positive punishment<br>D) Avoidance learning		B) Negative reinforcement	Negative reinforcement increases the frequency of a behavior by removing an aversive stimulus; here, pressing the lever removes the unpleasant noise, strengthening lever-pressing. Positive reinforcement (A) adds a pleasant stimulus. Positive punishment (C) adds an aversive stimulus to decrease behavior. Avoidance learning (D) involves acting to prevent an aversive event that has not yet started — in this case the noise is already on, making it escape learning specifically.	Associative Learning		MCAT::Practice	concept::PS::7C::associative_learning MCAT::app-difficulty::1 MCAT::section::PS MCAT::7C::associative-learning MCAT::practice synapse::demo-content
A researcher trains rats to press a lever for food pellets on a variable-ratio schedule. After 30 days, the food delivery mechanism is disconnected so that lever-pressing no longer produces pellets. Two weeks later, without any retraining, the rats are placed back in the chamber and immediately show a burst of lever-pressing before the rate declines again. This burst is best explained by which process, and on which reinforcement schedule would extinction take the longest to occur?<br>A) Generalization; fixed-ratio schedule<br>B) Spontaneous recovery; variable-ratio schedule<br>C) Spontaneous recovery; fixed-interval schedule<br>D) Discrimination; variable-ratio schedule		B) Spontaneous recovery; variable-ratio schedule	The sudden reappearance of an extinguished conditioned response after a rest period without retraining is called spontaneous recovery. Variable-ratio schedules produce the highest response rates and the greatest resistance to extinction because reinforcement is unpredictable, making it difficult for the organism to detect when extinction has begun. Fixed-ratio schedules (A) produce post-reinforcement pauses and extinguish more quickly. Fixed-interval schedules (C) also extinguish more readily than variable schedules. Discrimination (D) refers to responding differently to distinct stimuli, which is not what is described here.	Associative Learning		MCAT::Practice	concept::PS::7C::associative_learning MCAT::app-difficulty::2 MCAT::section::PS MCAT::7C::associative-learning MCAT::practice synapse::demo-content
A pediatric nurse notices that young children who receive injections in a clinic waiting room later become anxious whenever they see a white coat, even outside the clinic. The clinic's psychologist decides to use systematic desensitization, repeatedly exposing children to white coats in a calm, pleasant setting without any injections. Initially, the anxiety response diminishes quickly. However, after a two-week vacation break, several children show renewed anxiety to the white coat during the first session back.<br>Which of the following best explains both the initial reduction in anxiety and its partial return after the break?<br>A) The initial reduction reflects stimulus discrimination; the return reflects stimulus generalization to a new context.<br>B) The initial reduction reflects extinction; the return reflects spontaneous recovery of the conditioned response.<br>C) The initial reduction reflects habituation; the return reflects sensitization after the rest period.<br>D) The initial reduction reflects negative reinforcement; the return reflects punishment of the calm response.		B) The initial reduction reflects extinction; the return reflects spontaneous recovery of the conditioned response.	Repeated presentation of the conditioned stimulus (white coat) without the unconditioned stimulus (injection) constitutes extinction, which reduces the conditioned response (anxiety). The temporary reappearance of the extinguished response following a rest interval — without any additional conditioning — is spontaneous recovery, a hallmark of classical conditioning. Habituation (C) refers to decreased responding to a repeated neutral stimulus and does not involve a CS–US relationship; sensitization is increased responding. Discrimination (A) and negative reinforcement (D) do not account for the temporal pattern described.	Associative Learning		MCAT::Practice	concept::PS::7C::associative_learning MCAT::app-difficulty::2 MCAT::section::PS MCAT::7C::associative-learning MCAT::practice synapse::demo-content
A researcher is studying taste aversion in rats. In Experiment 1, rats consume a novel saccharin solution and 30 minutes later receive a lithium chloride (LiCl) injection that causes gastrointestinal illness. After a single pairing, rats strongly avoid saccharin. In Experiment 2, the same rats are presented with a light-tone compound cue followed by a mild shock; this conditioning requires many trials and produces only weak avoidance. The researcher then tries to extinguish the taste aversion by repeatedly offering saccharin without LiCl; extinction is unusually slow compared to extinction of the light-tone–shock association.<br>Which combination of principles BEST explains the pattern across both experiments?<br>A) Taste aversion is learned on a variable-ratio schedule, which is inherently more resistant to extinction than the fixed-interval schedule used in the shock experiment.<br>B) Biological preparedness allows taste–illness associations to form rapidly over long delays and resist extinction, while the light-tone–shock association follows standard conditioning constraints with faster extinction.<br>C) Instinctive drift caused the rats to substitute species-typical illness behaviors for the conditioned response to saccharin, whereas cognitive maps formed during the shock task accelerated its extinction.<br>D) Saccharin produced latent inhibition that paradoxically strengthened the CS–US association, whereas the compound light-tone cue underwent overshadowing, weakening resistance to extinction.		B) Biological preparedness allows taste–illness associations to form rapidly over long delays and resist extinction, while the light-tone–shock association follows standard conditioning constraints with faster extinction.	Garcia and Koelling's work established that organisms are biologically prepared to associate taste with internal illness and audiovisual cues with external pain, even across long delays — a violation of standard contiguity requirements. This preparedness makes taste aversions highly resistant to extinction. The shock conditioning follows ordinary associative constraints: it requires many trials, needs temporal contiguity, and extinguishes more readily. Option A incorrectly invokes reinforcement schedules, which apply to operant conditioning and are irrelevant here. Option C confuses instinctive drift (operant behavior reverting to species-typical patterns) with classical conditioning, and cognitive maps (Tolman's latent learning concept) are unrelated to extinction speed in this context. Option D inverts latent inhibition (prior CS exposure actually impairs conditioning, it does not strengthen it) and misapplies overshadowing to explain extinction resistance.	Associative Learning		MCAT::Practice	concept::PS::7C::associative_learning MCAT::app-difficulty::3 MCAT::section::PS MCAT::7C::associative-learning MCAT::practice synapse::demo-content
A teenager who has recently joined a competitive swim team begins wearing athletic gear outside of practice, adopts the dietary habits of elite swimmers, and starts describing herself as "an athlete" rather than "a student" when meeting new people. According to sociological theory, the swim team is functioning primarily as which of the following?<br>A) An in-group that promotes ethnocentrism<br>B) A reference group that shapes her identity and self-concept<br>C) A primary group that provides emotional intimacy<br>D) A formal organization that enforces bureaucratic norms		B) A reference group that shapes her identity and self-concept	A reference group is one that individuals use as a standard for self-evaluation and identity formation; the swim team provides a model she is actively adopting as her own identity. In-groups involve out-group opposition but the passage emphasizes self-definition, not comparison with outsiders (A). Primary groups are characterized by intimate, face-to-face relationships and emotional bonds, not the identity-shaping described here (C). While swim teams have organizational structures, the question focuses on identity adoption, not bureaucratic rule-following (D).	Formation of Identity		MCAT::Practice	concept::PS::8A::formation_of_identity MCAT::app-difficulty::1 MCAT::section::PS MCAT::8A::formation-of-identity MCAT::practice synapse::demo-content
Charles Cooley's concept of the looking-glass self proposes three sequential components in the development of self-concept. A pre-medical student learns she failed a chemistry exam and imagines her classmates view her as academically weak; she then feels shame and begins to doubt her ability to succeed in medicine. Which component of the looking-glass self is most directly responsible for the change in her self-concept?<br>A) Her actual performance on the exam<br>B) Her perception of others' judgments about her<br>C) Her classmates' genuine opinions of her academic ability<br>D) Social comparison with higher-performing peers		B) Her perception of others' judgments about her	Cooley's looking-glass self consists of: (1) imagining how we appear to others, (2) imagining the judgment others make, and (3) developing feelings and a changed self-concept based on that imagined judgment. Her self-concept shifts because of her perception (not the actual opinions) of what others think, making B correct. The actual exam score (A) is an objective event, not a component of the looking-glass self. What classmates genuinely think (C) is irrelevant to Cooley's theory, which rests on perceived rather than real judgments. Social comparison theory (D) is a distinct concept from looking-glass self.	Formation of Identity		MCAT::Practice	concept::PS::8A::formation_of_identity MCAT::app-difficulty::1 MCAT::section::PS MCAT::8A::formation-of-identity MCAT::practice synapse::demo-content
A researcher presents the following scenario to study participants: An adolescent boy named Marcus grows up in a household where his father is frequently absent and his primary male role models are older cousins involved in gang activity. By age 16, Marcus identifies strongly with gang culture, adopts its norms, and has difficulty envisioning other possible selves. Erik Erikson would most likely characterize Marcus's developmental outcome as which of the following, and what is the primary mechanism?<br>A) Identity foreclosure, because Marcus adopted an identity without exploration due to limited available alternatives<br>B) Identity diffusion, because Marcus has no coherent identity and avoids commitment<br>C) Negative identity, because Marcus has adopted a socially devalued identity as preferable to no identity<br>D) Identity moratorium, because Marcus is actively experimenting with gang identity before making a final commitment		C) Negative identity, because Marcus has adopted a socially devalued identity as preferable to no identity	Erikson described negative identity as the adoption of an identity that is socially undesirable or even dangerous, which occurs when positive identity options are unavailable or inaccessible — the individual chooses something over nothing. Marcus has a strong, committed gang identity, ruling out diffusion (B) and moratorium (D). Foreclosure (A) involves adopting a premade identity without crisis or exploration, typically from parental or cultural expectations presented as the norm; Marcus's situation involves the absence of conventional role models and active embrace of a stigmatized identity, which fits negative identity better.	Formation of Identity		MCAT::Practice	concept::PS::8A::formation_of_identity MCAT::app-difficulty::2 MCAT::section::PS MCAT::8A::formation-of-identity MCAT::practice synapse::demo-content
